Minimum inventory to achieve 96% fulfillment:
11000

Probability vector:
1.0, 0.996594778660613, 0.990909090909091, 0.9852104664391353, 0.9772209567198178, 0.976054732041049, 0.9703196347031964, 0.9702857142857143, 0.965675057208238, 0.9610538373424972, 0.9564220183486238, 0.9506314580941446, 0.9448275862068966, 0.9401611047180668, 0.934331797235023, 0.936562860438293, 0.930715935334873, 0.9260115606936417, 0.9212962962962963, 0.9235225955967555, 0.919953596287703, 0.9198606271777003, 0.9151162790697674, 0.9080325960419092, 0.9032634032634033, 0.8984830805134189, 0.8925233644859814, 0.8865497076023392, 0.8805620608899297, 0.8757327080890973, 0.8685446009389671, 0.8613396004700352, 0.8541176470588235, 0.8457008244994111, 0.8349056603773585, 0.8311688311688312, 0.8451536643026005, 0.8355029585798817, 0.8222748815165877, 0.8125741399762753, 0.8028503562945368, 0.7942925089179548, 0.7785714285714286, 0.7616209773539928, 0.7434367541766109, 0.7275985663082437, 0.7141148325358851, 0.7005988023952096, 0.8093525179856115, 0.8307322929171669, 0.8257211538461539, 0.8231046931407943, 0.8180722891566266, 0.8190591073582629, 0.8152173913043478, 0.8125755743651754, 0.8099273607748184, 0.806060606060606, 0.7997572815533981, 0.7934386391251519

Delivery:
9/27/2013,0
9/28/2013,0
9/29/2013,0
9/30/2013,0
10/1/2013,0
10/2/2013,0
10/3/2013,0
10/4/2013,0
10/5/2013,0
10/6/2013,0
10/7/2013,0
10/8/2013,0
10/9/2013,0
10/10/2013,0
10/11/2013,0
10/12/2013,0
10/13/2013,0
10/14/2013,0
10/15/2013,0
10/16/2013,0
10/17/2013,0
10/18/2013,0
10/19/2013,0
10/20/2013,0
10/21/2013,0
10/22/2013,0
10/23/2013,0
10/24/2013,0
10/25/2013,0
10/26/2013,0
10/27/2013,0
10/28/2013,0
10/29/2013,0
10/30/2013,0
10/31/2013,0
11/1/2013,0
11/2/2013,0
11/3/2013,0
11/4/2013,0
11/5/2013,0
11/6/2013,0
11/7/2013,0
11/8/2013,0
11/9/2013,0
11/10/2013,0
11/11/2013,0
11/12/2013,0
11/13/2013,0
11/14/2013,0
11/15/2013,0
11/16/2013,0
11/17/2013,0
11/18/2013,0
11/19/2013,0
11/20/2013,0
11/21/2013,0
11/22/2013,0
11/23/2013,0
11/24/2013,0
11/25/2013,0
11/26/2013,0
11/27/2013,0
11/28/2013,0
11/29/2013,0
11/30/2013,0
12/1/2013,0
12/2/2013,0
12/3/2013,0
12/4/2013,0
12/5/2013,0
12/6/2013,0
12/7/2013,0
12/8/2013,0
12/9/2013,0
12/10/2013,0
12/11/2013,0
12/12/2013,0
12/13/2013,0
12/14/2013,0
12/15/2013,0
12/16/2013,0
12/17/2013,0
12/18/2013,0
12/19/2013,0
12/20/2013,0
12/21/2013,0
12/22/2013,0
12/23/2013,0
12/24/2013,0
12/25/2013,0
12/26/2013,0
12/27/2013,0
12/28/2013,0
12/29/2013,0
12/30/2013,0
12/31/2013,0
1/1/2014,0
1/2/2014,0
1/3/2014,0
1/4/2014,0
1/5/2014,0
1/6/2014,0
1/7/2014,0
1/8/2014,0
1/9/2014,0
1/10/2014,0
1/11/2014,0
1/12/2014,0
1/13/2014,0
1/14/2014,0
1/15/2014,0
1/16/2014,0
1/17/2014,0
1/18/2014,0
1/19/2014,0
1/20/2014,0
1/21/2014,0
1/22/2014,0
1/23/2014,0
1/24/2014,0
1/25/2014,0
1/26/2014,0
1/27/2014,0
1/28/2014,0
1/29/2014,0
1/30/2014,0
1/31/2014,0
2/1/2014,0
2/2/2014,0
2/3/2014,0
2/4/2014,0
2/5/2014,0
2/6/2014,0
2/7/2014,0
2/8/2014,0
2/9/2014,0
2/10/2014,0
2/11/2014,0
2/12/2014,0
2/13/2014,0
2/14/2014,0
2/15/2014,0
2/16/2014,0
2/17/2014,0
2/18/2014,0
2/19/2014,0
2/20/2014,0
2/21/2014,0
2/22/2014,0
2/23/2014,0
2/24/2014,0
2/25/2014,0
2/26/2014,0
2/27/2014,0
2/28/2014,0
3/1/2014,0
3/2/2014,0
3/3/2014,0
3/4/2014,0
3/5/2014,0
3/6/2014,0
3/7/2014,0
3/8/2014,0
3/9/2014,0
3/10/2014,0
3/11/2014,0
3/12/2014,0
3/13/2014,0
3/14/2014,0
3/15/2014,0
3/16/2014,0
3/17/2014,0
3/18/2014,0
3/19/2014,0
3/20/2014,0
3/21/2014,0
3/22/2014,0
3/23/2014,0
3/24/2014,0
3/25/2014,0
3/26/2014,0
3/27/2014,0
3/28/2014,0
3/29/2014,0
3/30/2014,0
3/31/2014,0
4/1/2014,0
4/2/2014,0
4/3/2014,0
4/4/2014,0
4/5/2014,0
4/6/2014,0
4/7/2014,0
4/8/2014,0
4/9/2014,0
4/10/2014,0
4/11/2014,0
4/12/2014,0
4/13/2014,0
4/14/2014,0
4/15/2014,0
4/16/2014,0
4/17/2014,0
4/18/2014,0
4/19/2014,0
4/20/2014,0
4/21/2014,0
4/22/2014,0
4/23/2014,0
4/24/2014,0
4/25/2014,0
4/26/2014,0
4/27/2014,0
4/28/2014,0
4/29/2014,0
4/30/2014,0
5/1/2014,0
5/2/2014,0
5/3/2014,0
5/4/2014,0
5/5/2014,0
5/6/2014,0
5/7/2014,0
5/8/2014,0
5/9/2014,0
5/10/2014,0
5/11/2014,0
5/12/2014,0
5/13/2014,0
5/14/2014,0
5/15/2014,0
5/16/2014,0
5/17/2014,0
5/18/2014,0
5/19/2014,0
5/20/2014,0
5/21/2014,0
5/22/2014,0
5/23/2014,0
5/24/2014,0
5/25/2014,0
5/26/2014,0
5/27/2014,0
5/28/2014,0
5/29/2014,0
5/30/2014,0
5/31/2014,0
6/1/2014,0
6/2/2014,0
6/3/2014,0
6/4/2014,0
6/5/2014,0
6/6/2014,0
6/7/2014,0
6/8/2014,0
6/9/2014,0
6/10/2014,0
6/11/2014,0
6/12/2014,0
6/13/2014,0
6/14/2014,0
6/15/2014,0
6/16/2014,0
6/17/2014,0
6/18/2014,0
6/19/2014,0
6/20/2014,0
6/21/2014,0
6/22/2014,0
6/23/2014,0
6/24/2014,0
6/25/2014,0
6/26/2014,0
6/27/2014,0
6/28/2014,0
6/29/2014,0
6/30/2014,0
7/1/2014,0
7/2/2014,0
7/3/2014,0
7/4/2014,0
7/5/2014,0
7/6/2014,0
7/7/2014,0
7/8/2014,0
7/9/2014,0
7/10/2014,0
7/11/2014,0
7/12/2014,0
7/13/2014,0
7/14/2014,0
7/15/2014,0
7/16/2014,0
7/17/2014,0
7/18/2014,0
7/19/2014,0
7/20/2014,0
7/21/2014,0
7/22/2014,0
7/23/2014,0
7/24/2014,0
7/25/2014,0
7/26/2014,0
7/27/2014,0
7/28/2014,0
7/29/2014,0
7/30/2014,0
7/31/2014,0
8/1/2014,0
8/2/2014,0
8/3/2014,0
8/4/2014,0
8/5/2014,0
8/6/2014,0
8/7/2014,0
8/8/2014,0
8/9/2014,0
8/10/2014,0
8/11/2014,0
8/12/2014,0
8/13/2014,0
8/14/2014,0
8/15/2014,0
8/16/2014,0
8/17/2014,0
8/18/2014,0
8/19/2014,0
8/20/2014,0
8/21/2014,0
8/22/2014,0
8/23/2014,0
8/24/2014,0
8/25/2014,0
8/26/2014,0
8/27/2014,0
8/28/2014,0
8/29/2014,0
8/30/2014,0
8/31/2014,0
9/1/2014,0
9/2/2014,0
9/3/2014,0
9/4/2014,0
9/5/2014,0
9/6/2014,0
9/7/2014,0
9/8/2014,0
9/9/2014,0
9/10/2014,0
9/11/2014,0
9/12/2014,0
9/13/2014,0
9/14/2014,0
9/15/2014,0
9/16/2014,0
9/17/2014,0
9/18/2014,0
9/19/2014,0
9/20/2014,0
9/21/2014,0
9/22/2014,0
9/23/2014,0
9/24/2014,0
9/25/2014,0
9/26/2014,0
9/27/2014,0
9/28/2014,0
9/29/2014,0
9/30/2014,0
10/1/2014,0
10/2/2014,0
10/3/2014,0
10/4/2014,0
10/5/2014,0
10/6/2014,0
10/7/2014,0
10/8/2014,0
10/9/2014,0
10/10/2014,0
10/11/2014,0
10/12/2014,0
10/13/2014,0
10/14/2014,0
10/15/2014,0
10/16/2014,0
10/17/2014,0
10/18/2014,0
10/19/2014,0
10/20/2014,0
10/21/2014,0
10/22/2014,0
10/23/2014,0
10/24/2014,0
10/25/2014,0
10/26/2014,0
10/27/2014,0
10/28/2014,0
10/29/2014,0
10/30/2014,0
10/31/2014,0
11/1/2014,0
11/2/2014,0
11/3/2014,0
11/4/2014,0
11/5/2014,0
11/6/2014,0
11/7/2014,0
11/8/2014,0
11/9/2014,0
11/10/2014,0
11/11/2014,0
11/12/2014,0
11/13/2014,0
11/14/2014,0
11/15/2014,0
11/16/2014,0
11/17/2014,0
11/18/2014,0
11/19/2014,0
11/20/2014,0
11/21/2014,0
11/22/2014,0
11/23/2014,0
11/24/2014,0
11/25/2014,0
11/26/2014,0
11/27/2014,0
11/28/2014,0
11/29/2014,0
11/30/2014,0
12/1/2014,0
12/2/2014,0
12/3/2014,0
12/4/2014,0
12/5/2014,0
12/6/2014,0
12/7/2014,0
12/8/2014,0
12/9/2014,0
12/10/2014,0
12/11/2014,0
12/12/2014,0
12/13/2014,0
12/14/2014,0
12/15/2014,0
12/16/2014,0
12/17/2014,0
12/18/2014,0
12/19/2014,0
12/20/2014,0
12/21/2014,618.0
12/22/2014,0
12/23/2014,0
12/24/2014,0
12/25/2014,0
12/26/2014,378.0
12/27/2014,0
12/28/2014,756.0
12/29/2014,0
12/30/2014,4914.0
12/31/2014,0
1/1/2015,0
1/2/2015,0
1/3/2015,0
1/4/2015,0
1/5/2015,2646.0
1/6/2015,0
1/7/2015,0
1/8/2015,0
1/9/2015,1890.0
1/10/2015,0
1/11/2015,0
1/12/2015,1688.0
1/13/2015,0
1/14/2015,0
1/15/2015,0
1/16/2015,0
1/17/2015,0
1/18/2015,0
1/19/2015,0
1/20/2015,0
1/21/2015,0
1/22/2015,0
1/23/2015,0
1/24/2015,0
1/25/2015,0
1/26/2015,0
1/27/2015,0
1/28/2015,0
1/29/2015,0
1/30/2015,0
1/31/2015,0
2/1/2015,0
2/2/2015,0
2/3/2015,0
2/4/2015,0
2/5/2015,0
2/6/2015,0
2/7/2015,0
2/8/2015,0
2/9/2015,0
2/10/2015,0
2/11/2015,0
2/12/2015,0
2/13/2015,0
2/14/2015,0
2/15/2015,0
2/16/2015,0
2/17/2015,0
2/18/2015,0
2/19/2015,0
2/20/2015,0
2/21/2015,0
2/22/2015,0
2/23/2015,0
2/24/2015,0
2/25/2015,0
2/26/2015,0
2/27/2015,0
2/28/2015,0
3/1/2015,0
3/2/2015,0
3/3/2015,0
3/4/2015,0
3/5/2015,0
3/6/2015,0
3/7/2015,0
3/8/2015,0
3/9/2015,0
3/10/2015,0
3/11/2015,0
3/12/2015,0
3/13/2015,0
3/14/2015,0
3/15/2015,0
3/16/2015,0
3/17/2015,0
3/18/2015,0
3/19/2015,0
3/20/2015,0
3/21/2015,0
3/22/2015,0
3/23/2015,0
3/24/2015,0
3/25/2015,0
3/26/2015,0
3/27/2015,0
3/28/2015,0
3/29/2015,0
3/30/2015,0
3/31/2015,0
4/1/2015,0
4/2/2015,0
4/3/2015,0
4/4/2015,0
4/5/2015,0
4/6/2015,0
4/7/2015,0
4/8/2015,0
4/9/2015,0
4/10/2015,378.0
4/11/2015,0
4/12/2015,0
4/13/2015,0
4/14/2015,756.0
4/15/2015,0
4/16/2015,0
4/17/2015,0
4/18/2015,1926.0
4/19/2015,0
4/20/2015,0
4/21/2015,0
4/22/2015,0
4/23/2015,0
4/24/2015,756.0
4/25/2015,0
4/26/2015,0
4/27/2015,378.0
4/28/2015,378.0
4/29/2015,0
4/30/2015,0
5/1/2015,0
5/2/2015,0
5/3/2015,0
5/4/2015,0
5/5/2015,0
5/6/2015,0
5/7/2015,0
5/8/2015,756.0
5/9/2015,0
5/10/2015,0
5/11/2015,378.0
5/12/2015,0
5/13/2015,0
5/14/2015,0
5/15/2015,378.0
5/16/2015,0
5/17/2015,0
5/18/2015,756.0
5/19/2015,0
5/20/2015,0
5/21/2015,0
5/22/2015,756.0
5/23/2015,0
5/24/2015,0
5/25/2015,378.0
5/26/2015,0
5/27/2015,0
5/28/2015,0
5/29/2015,0
5/30/2015,0
5/31/2015,0
6/1/2015,0
6/2/2015,0
6/3/2015,0
6/4/2015,0
6/5/2015,378.0
6/6/2015,0
6/7/2015,0
6/8/2015,0
6/9/2015,0
6/10/2015,0
6/11/2015,0
6/12/2015,378.0
6/13/2015,0
6/14/2015,0
6/15/2015,378.0
6/16/2015,0
6/17/2015,0
6/18/2015,0
6/19/2015,378.0
6/20/2015,1410.0
6/21/2015,0
6/22/2015,378.0
6/23/2015,0
6/24/2015,0
6/25/2015,0
6/26/2015,378.0
6/27/2015,378.0
6/28/2015,0
6/29/2015,0
6/30/2015,0
7/1/2015,0
7/2/2015,0
7/3/2015,378.0
7/4/2015,0
7/5/2015,0
7/6/2015,0
7/7/2015,756.0
7/8/2015,0
7/9/2015,0
7/10/2015,0
7/11/2015,0
7/12/2015,0
7/13/2015,0
7/14/2015,378.0
7/15/2015,0
7/16/2015,0
7/17/2015,756.0
7/18/2015,0
7/19/2015,0
7/20/2015,378.0
7/21/2015,756.0
7/22/2015,0
7/23/2015,0
7/24/2015,0
7/25/2015,0
7/26/2015,0
7/27/2015,0
7/28/2015,0
7/29/2015,0
7/30/2015,0
7/31/2015,0
8/1/2015,0
8/2/2015,0
8/3/2015,0
8/4/2015,1072.0
8/5/2015,0
8/6/2015,0
8/7/2015,378.0
8/8/2015,0
8/9/2015,0
8/10/2015,0
8/11/2015,378.0
8/12/2015,0
8/13/2015,0
8/14/2015,441.0
8/15/2015,0
8/16/2015,0
8/17/2015,0
8/18/2015,0
8/19/2015,0
8/20/2015,0
8/21/2015,441.0
8/22/2015,0
8/23/2015,0
8/24/2015,0
8/25/2015,378.0
8/26/2015,0
8/27/2015,0
8/28/2015,0
8/29/2015,0
8/30/2015,0
8/31/2015,0
9/1/2015,0
9/2/2015,0
9/3/2015,0
9/4/2015,378.0
9/5/2015,0
9/6/2015,0
9/7/2015,0
9/8/2015,0
9/9/2015,0
9/10/2015,0
9/11/2015,378.0
9/12/2015,378.0
9/13/2015,0
9/14/2015,0
9/15/2015,0
9/16/2015,0
9/17/2015,0
9/18/2015,1134.0
9/19/2015,0
9/20/2015,0
9/21/2015,0
9/22/2015,0
9/23/2015,0
9/24/2015,0
9/25/2015,0
9/26/2015,0
9/27/2015,0
9/28/2015,0
9/29/2015,0
9/30/2015,0
10/1/2015,0
10/2/2015,0
10/3/2015,0
10/4/2015,0
10/5/2015,441.0
10/6/2015,0
10/7/2015,0
10/8/2015,0
10/9/2015,0
10/10/2015,126.0
10/11/2015,0
10/12/2015,0
10/13/2015,0
10/14/2015,0
10/15/2015,0
10/16/2015,0
10/17/2015,0
10/18/2015,378.0
10/19/2015,0
10/20/2015,0
10/21/2015,0
10/22/2015,0
10/23/2015,0
10/24/2015,63.0
10/25/2015,1575.0
10/26/2015,63.0
10/27/2015,0
10/28/2015,0
10/29/2015,0
10/30/2015,63.0
10/31/2015,0
11/1/2015,0
11/2/2015,0
11/3/2015,0
11/4/2015,0
11/5/2015,0
11/6/2015,0
11/7/2015,0
11/8/2015,0
11/9/2015,0
11/10/2015,0
11/11/2015,0
11/12/2015,0
11/13/2015,63.0
11/14/2015,0
11/15/2015,0
11/16/2015,384.0
11/17/2015,9.0
11/18/2015,0
11/19/2015,0
11/20/2015,15.0
11/21/2015,780.0
11/22/2015,378.0
11/23/2015,0
11/24/2015,0
11/25/2015,0
11/26/2015,0
11/27/2015,0
11/28/2015,378.0
11/29/2015,756.0
11/30/2015,231.0
12/1/2015,0
12/2/2015,0
12/3/2015,0
12/4/2015,0
12/5/2015,378.0
12/6/2015,582.0
12/7/2015,378.0
12/8/2015,4.0
12/9/2015,0
12/10/2015,0
12/11/2015,608.0
12/12/2015,0
12/13/2015,0
12/14/2015,396.0
12/15/2015,0
12/16/2015,0
12/17/2015,0
12/18/2015,72.0
12/19/2015,126.0
12/20/2015,2370.0
12/21/2015,378.0
12/22/2015,0
12/23/2015,0
12/24/2015,0
12/25/2015,63.0
12/26/2015,63.0
12/27/2015,189.0
12/28/2015,0
12/29/2015,0
12/30/2015,0
12/31/2015,0
1/1/2016,0
1/2/2016,441.0
1/3/2016,378.0
1/4/2016,126.0
1/5/2016,0
1/6/2016,0
1/7/2016,0
1/8/2016,0
1/9/2016,0
1/10/2016,0
1/11/2016,0
1/12/2016,996.0
1/13/2016,0
1/14/2016,0
1/15/2016,0
1/16/2016,759.0
1/17/2016,0
1/18/2016,654.0
1/19/2016,0
1/20/2016,0
1/21/2016,0
1/22/2016,0
1/23/2016,0
1/24/2016,0
1/25/2016,0
1/26/2016,0
1/27/2016,0
1/28/2016,0
1/29/2016,0
1/30/2016,0
1/31/2016,0
2/1/2016,272.0
2/2/2016,330.0
2/3/2016,0
2/4/2016,0
2/5/2016,72.0
2/6/2016,63.0
2/7/2016,63.0
2/8/2016,0
2/9/2016,0
2/10/2016,0
2/11/2016,0
2/12/2016,0
2/13/2016,0
2/14/2016,1848.0
2/15/2016,1260.0
2/16/2016,0
2/17/2016,0
2/18/2016,0
2/19/2016,467.0
2/20/2016,0
2/21/2016,0
